ID,Date,Furnace,Difference Phase 1 (Real - Target),Difference Phase 2,Difference Phase 3,Difference Phase 4,Difference Phase 5,Delay Time,Dureza,Dureza PC
14379,30/05/24,1,155,-3,41,37,-15,50,1,1
14380,30/05/24,1,525,-187,-27,-73,16,38,1,1
14381,30/05/24,2,53,336,-165,-87,0,18,1,2
14382,30/05/24,1,-2,447,-225,28,-55,110,1,2
14383,30/05/24,2,161,-201,-139,-13,5,77,1,2
14384,30/05/24,1,89,441,94,-21,-41,4,1,2
14385,30/05/24,2,502,174,131,-25,34,100,1,2
14386,30/05/24,1,256,-7,122,51,-26,41,1,2
14387,30/05/24,1,204,-39,-170,1,-24,28,1,2
14388,30/05/24,1,119,-18,-125,-39,-49,4,1,2
14389,30/05/24,2,495,160,87,43,31,4,1,2
14390,30/05/24,1,511,475,84,-125,43,8,1,2
14391,30/05/24,1,485,110,157,-36,0,5,1,2
14392,30/05/24,1,-125,-174,218,-89,-3,59,1,2
14393,30/05/24,1,340,174,-127,-12,0,63,1,2
14394,30/05/24,2,5,-218,-112,-73,1,101,1,2
14395,30/05/24,1,326,426,226,-75,-31,99,1,2
14396,30/05/24,1,167,-85,144,-69,35,48,1,2
14397,30/05/24,1,-144,21,-52,-33,-34,3,2,1
14398,30/05/24,1,264,157,214,-81,21,17,3,1
14399,30/05/24,1,495,81,142,-97,26,53,1,1
14400,30/05/24,2,576,392,19,-45,13,67,3,1
14401,30/05/24,1,-49,-148,175,-118,-38,9,3,1
14402,30/05/24,1,-67,360,52,-34,-11,68,3,1
14403,30/05/24,2,558,-193,51,-112,2,87,3,3
14404,30/05/24,2,196,-207,3,-106,10,102,3,3
14405,30/05/24,1,-14,-134,67,-34,-55,49,3,1
14406,30/05/24,2,459,442,-53,-124,-3,67,3,1
14407,30/05/24,1,263,-152,187,22,-32,112,3,1
14408,30/05/24,1,345,0,55,-13,-55,24,3,1
14409,30/05/24,1,317,200,-225,-97,-28,13,3,1
14410,30/05/24,2,258,317,136,-6,-19,115,3,2
14411,30/05/24,1,489,291,-210,-49,-43,72,3,2
14412,30/05/24,2,261,-226,-176,-53,1,47,3,2
14413,30/05/24,2,-87,232,34,-107,12,67,3,2
14414,30/05/24,2,241,-99,-234,-41,40,35,1,2
14415,30/05/24,2,-41,-59,93,9,26,21,2,1
14416,30/05/24,1,156,128,-14,11,40,15,3,2
14417,30/05/24,2,-55,-219,136,-110,-40,84,3,1
14418,30/05/24,1,336,89,112,-37,-22,84,1,2
14419,30/05/24,2,55,-101,71,-13,1,118,1,2
14420,30/05/24,1,394,-160,-228,-59,-49,15,1,2
14421,30/05/24,1,78,389,-86,7,-26,74,2,1
14422,30/05/24,1,464,-102,-229,45,26,70,1,3
14423,30/05/24,1,360,324,184,45,38,60,1,3
14424,30/05/24,2,197,456,-214,32,22,72,1,3
14425,29/05/24,2,433,-41,160,-43,-46,19,1,3
14426,29/05/24,1,275,-97,-208,53,5,31,2,3
14427,29/05/24,2,186,182,-21,35,15,60,2,3
14428,29/05/24,1,478,314,226,8,22,119,2,3
14429,29/05/24,1,9,329,1,-53,-25,85,1,1
14430,29/05/24,2,43,177,176,-119,28,51,1,1
14431,29/05/24,1,178,443,-160,52,32,105,1,1
14432,29/05/24,2,213,200,126,2,15,84,1,1
14433,29/05/24,2,-149,47,141,-105,-48,66,3,2
14434,29/05/24,2,277,-131,-21,-91,-28,95,3,2
14435,29/05/24,1,557,55,131,-99,43,16,3,2
14436,29/05/24,1,153,-129,-7,-23,-5,115,3,2
14437,29/05/24,1,109,-3,-126,-83,-49,25,3,2
14438,29/05/24,2,324,-211,128,-21,-11,1,3,2
14439,29/05/24,1,296,-3,93,14,-20,22,1,2
14440,29/05/24,2,5,338,-146,30,35,69,3,3
14441,29/05/24,2,205,476,-225,-120,8,107,1,2
14442,29/05/24,1,-109,345,112,-107,21,11,1,3
14443,29/05/24,2,578,-55,-247,23,28,116,1,2
14444,29/05/24,2,359,345,41,-67,-41,118,1,2
14445,29/05/24,1,-124,-7,-25,-23,-1,60,1,2
14446,29/05/24,2,259,-129,71,20,-54,109,1,2
14447,29/05/24,2,-50,-95,121,-34,18,112,1,3
14448,29/05/24,1,116,-182,82,-32,12,53,1,2
14449,29/05/24,1,-51,295,-48,-20,43,96,1,2
14450,29/05/24,2,182,-149,27,29,-19,68,1,2
14451,29/05/24,1,252,-170,-167,20,-41,78,1,2
14452,29/05/24,2,331,-189,161,-49,-5,78,1,2
14453,29/05/24,2,-99,12,-216,-47,39,69,1,3
14454,29/05/24,2,171,-44,206,-51,-13,86,1,3
14455,29/05/24,1,-79,162,92,-95,12,85,1,3
14456,29/05/24,2,111,421,-249,-86,23,12,1,3
14457,29/05/24,2,-29,483,85,17,-54,61,1,1
14458,29/05/24,1,394,424,108,-51,-51,30,1,3
14459,29/05/24,2,-113,-198,-167,-68,42,96,1,3
14460,29/05/24,1,205,414,81,-16,-25,27,1,3
14461,29/05/24,2,80,345,-215,-51,-15,37,1,3
14462,29/05/24,2,348,119,157,-107,0,31,1,3
14463,29/05/24,1,72,454,51,-25,16,71,1,3
14464,29/05/24,1,173,-90,-86,-1,28,104,1,3
14465,29/05/24,1,363,-29,181,-51,-35,93,1,3
14466,29/05/24,1,132,107,-50,17,12,65,1,3
14467,29/05/24,1,496,137,129,33,-25,77,3,3
14468,29/05/24,1,545,-140,27,-117,-32,44,3,3
14469,29/05/24,1,46,432,119,4,-43,87,3,3
14470,29/05/24,2,507,-25,-252,-122,-29,109,3,3
14471,29/05/24,2,-1,-137,128,-26,-22,59,3,3
14472,29/05/24,1,-14,161,100,43,14,85,3,3
14473,29/05/24,1,593,285,165,46,-47,93,3,3
14474,29/05/24,2,107,448,157,-77,-7,28,3,3
14475,29/05/24,1,-142,191,-233,-101,-9,88,3,3
14476,29/05/24,2,502,177,100,-107,-10,66,3,3
14477,29/05/24,1,370,188,-15,16,30,31,3,3
14478,29/05/24,1,267,-56,-189,-68,-39,86,3,3
14479,29/05/24,1,554,37,-208,18,-8,77,3,3
14480,29/05/24,1,258,30,-163,-80,-24,84,3,3
14481,29/05/24,1,17,-133,-236,-69,-43,2,3,3
14482,29/05/24,1,-118,196,118,-118,4,108,3,3
14483,29/05/24,1,15,352,-194,-52,26,64,3,1
14484,29/05/24,2,200,-122,42,26,5,60,3,1
14485,29/05/24,1,-68,-82,-3,-116,33,84,3,1
14486,29/05/24,2,-100,-143,-250,-23,-18,74,3,1
14487,29/05/24,2,146,137,106,23,-31,43,3,1
14488,29/05/24,2,561,389,91,-64,-22,72,3,1
14489,29/05/24,2,-19,-55,121,-116,-12,98,3,1
14490,29/05/24,2,-112,327,-252,-108,-6,54,3,1
14491,29/05/24,2,478,336,-207,-3,41,15,3,1
14492,29/05/24,1,344,357,101,41,-5,74,1,1
14493,28/05/24,2,559,223,141,-92,-15,22,2,3
14494,28/05/24,1,92,60,75,11,-3,101,0,2
14495,28/05/24,2,365,294,119,-52,-43,6,1,2
14496,28/05/24,1,75,59,62,-122,-54,9,0,3
14497,28/05/24,1,-51,414,90,-89,10,9,2,3
14498,28/05/24,1,-45,375,-226,47,-1,29,2,3
14499,28/05/24,2,552,243,56,-56,-17,9,2,2
14500,28/05/24,1,201,-142,153,-114,-4,27,3,2
14501,28/05/24,1,353,391,152,-67,-43,32,3,1
14502,28/05/24,1,83,474,-76,-100,-6,18,3,2
14503,28/05/24,1,68,97,154,23,-16,4,3,2
14504,28/05/24,1,-58,84,-59,-10,-19,59,3,2
14505,28/05/24,2,-66,245,39,-71,-36,63,3,2
14506,28/05/24,2,109,-154,41,-75,7,46,3,2
14507,28/05/24,1,361,-169,-26,-1,-49,56,3,1
14508,28/05/24,1,506,104,-58,-84,8,40,3,2
14509,28/05/24,2,440,-89,0,52,17,62,3,1
14510,28/05/24,2,568,167,-40,-26,-28,45,3,2
14511,28/05/24,2,-152,29,22,33,-20,24,3,1
14512,28/05/24,1,-112,174,138,-128,29,69,3,1
14513,28/05/24,2,23,2,-245,-31,16,89,3,1
14514,28/05/24,1,590,-54,-4,32,26,75,3,3
14515,28/05/24,1,584,-100,223,-33,25,99,3,3
14516,28/05/24,2,468,-100,53,-71,-7,73,3,1
14517,28/05/24,2,-12,-58,69,17,-1,84,3,1
14518,28/05/24,1,-41,-218,-213,-86,19,59,3,1
14519,28/05/24,2,206,64,80,-19,-10,82,3,3
14520,28/05/24,2,137,463,-64,-121,10,18,3,1
14521,28/05/24,2,201,127,-139,42,-45,73,3,2
14522,28/05/24,2,613,68,-204,-107,-39,75,1,1
14523,28/05/24,2,460,172,-87,-100,42,57,0,3
14524,28/05/24,2,97,-65,-5,-101,36,38,0,3
14525,28/05/24,1,29,353,-130,-43,13,80,0,3
14526,28/05/24,2,154,-128,-213,-57,-26,76,0,3
14527,28/05/24,1,37,429,58,-106,-42,4,0,3
14528,28/05/24,1,552,358,-221,-3,43,104,0,3
14529,28/05/24,2,305,352,14,46,-9,59,0,3
14530,28/05/24,1,443,-72,23,47,-27,92,0,3
14531,28/05/24,2,166,122,-18,18,38,11,0,3
14532,28/05/24,1,521,149,124,-70,-11,2,0,3
14533,28/05/24,2,462,426,170,-43,-45,118,0,0
14534,28/05/24,2,497,257,28,-117,-6,61,0,0
14535,28/05/24,2,444,-130,-28,-70,-44,58,0,0
14536,28/05/24,2,36,147,138,-75,3,52,0,0
14537,28/05/24,2,441,312,150,-62,14,110,0,0
14538,28/05/24,1,567,158,136,20,-2,79,0,0
14539,28/05/24,2,-70,-94,26,-30,-38,62,0,0
14540,28/05/24,1,252,305,112,45,-25,99,0,0
14541,28/05/24,1,217,382,-162,-99,11,74,0,0
14542,28/05/24,1,-16,-205,209,12,20,37,0,0
14543,28/05/24,1,593,295,-44,28,-41,89,0,0
14544,28/05/24,1,4,433,-40,-23,10,113,0,0
14545,28/05/24,2,568,107,21,-22,-44,39,0,0
14546,28/05/24,1,82,283,216,-21,-5,117,0,0
14547,28/05/24,1,511,430,147,-81,-27,30,0,0
14548,28/05/24,1,524,101,70,13,-13,103,0,0
14549,28/05/24,2,130,-130,-29,-103,-41,97,0,0
14550,28/05/24,2,391,168,192,-115,-4,101,0,0
14551,28/05/24,2,153,94,127,50,9,37,0,0
14552,28/05/24,2,-10,-107,225,-22,-34,2,0,0
14553,28/05/24,1,283,285,164,-59,-36,52,3,0
14554,28/05/24,2,170,212,60,52,9,95,1,0
14555,28/05/24,1,464,-26,229,-85,-15,29,1,0
14556,28/05/24,2,399,176,-36,-80,-8,29,3,0
14557,28/05/24,1,73,-24,-88,4,-6,13,2,0
14558,28/05/24,2,311,-7,-130,-73,-34,12,1,0
14559,28/05/24,1,139,391,39,10,-17,19,1,0
14560,28/05/24,1,359,-121,53,-92,-13,106,1,0
14561,28/05/24,2,556,424,154,1,6,19,1,0
14562,28/05/24,2,323,-77,-179,30,-24,33,1,0
14563,28/05/24,2,213,-24,67,-25,34,106,1,0
14564,28/05/24,1,-70,164,-215,12,-55,94,1,0
14565,28/05/24,1,84,20,-210,4,-19,65,1,0
14566,28/05/24,1,-53,407,102,-65,-11,44,1,0
14567,28/05/24,1,328,352,-56,36,10,86,2,0
14568,28/05/24,2,-29,-173,80,22,21,1,1,0
14569,28/05/24,1,556,-224,-223,40,2,17,1,0
14570,28/05/24,1,129,-16,126,-35,-8,78,1,0
14571,28/05/24,1,346,358,218,12,39,46,1,0
14572,28/05/24,2,216,162,98,-60,-44,56,1,0
14573,28/05/24,1,-88,155,-95,-121,13,63,2,0
14574,28/05/24,2,133,198,-19,-34,6,28,2,0
14575,28/05/24,1,546,-221,188,-20,-1,63,1,0
14576,28/05/24,1,20,34,224,-3,5,3,1,0
14577,28/05/24,1,537,77,-68,2,-8,80,1,0
14578,28/05/24,2,262,234,227,-49,33,63,1,0
14579,28/05/24,2,611,444,-167,-129,-23,8,1,0
14580,28/05/24,1,479,128,67,54,-41,59,1,0
14581,28/05/24,1,507,-154,202,-4,-6,118,1,0
14582,28/05/24,1,364,221,-164,-12,-4,80,1,0
14583,28/05/24,2,207,27,-18,-102,-1,71,1,0
14584,28/05/24,2,268,364,151,-64,32,104,1,0
14585,28/05/24,2,305,480,-198,-86,7,43,1,0
14586,28/05/24,2,96,-102,-39,-45,-47,110,1,0
14587,28/05/24,1,382,-119,65,-90,10,93,1,0
14588,28/05/24,2,-111,79,152,44,-13,32,1,0
14589,28/05/24,2,201,-87,131,-105,28,66,2,0
14590,28/05/24,2,221,207,186,-56,-9,71,2,0
14591,28/05/24,2,-38,346,-204,-103,12,77,1,2
14592,28/05/24,1,67,459,82,-48,-26,91,0,3
14593,28/05/24,1,39,357,133,-111,-16,116,2,3
14594,28/05/24,1,509,-95,-4,-62,-53,48,2,2
14595,28/05/24,2,386,339,183,-5,40,3,1,2
14596,28/05/24,2,553,469,226,36,38,53,1,1
14597,28/05/24,2,606,401,-235,19,-19,46,0,3
14598,28/05/24,1,6,-149,226,8,15,94,2,2
14599,28/05/24,1,341,342,3,-31,8,111,1,3
14600,28/05/24,1,241,120,-151,-33,-35,102,0,2
14601,28/05/24,1,521,-54,-109,-54,-18,50,0,3
14602,28/05/24,1,614,366,14,-118,43,61,0,2
14603,28/05/24,2,289,-141,-240,-123,-17,43,0,3
14604,28/05/24,2,251,443,-203,-67,-47,58,0,2
14605,28/05/24,1,138,90,-164,-36,-12,115,0,3
14606,28/05/24,1,84,163,-98,-86,-8,89,0,2
14607,28/05/24,1,127,-146,67,-94,-53,21,0,3
14608,28/05/24,1,183,-19,115,3,7,40,0,2
14609,28/05/24,1,-67,-198,184,31,2,53,0,3
14610,28/05/24,1,-20,-7,-2,-61,-5,17,0,2
14611,28/05/24,1,-106,122,111,-51,32,112,0,3
14612,28/05/24,2,241,116,136,-70,34,24,0,2
14613,28/05/24,1,207,115,-177,-26,36,94,0,1
14614,28/05/24,1,323,449,29,-55,16,64,0,1
14615,28/05/24,2,37,223,26,-129,1,31,0,1
14616,28/05/24,2,210,-15,49,-61,-44,22,0,0
14617,28/05/24,2,-132,-78,13,-89,-19,17,3,0
14618,28/05/24,1,-133,-125,-60,-48,-18,60,3,0
14619,28/05/24,1,401,479,-243,-98,-55,96,3,0
14620,28/05/24,1,13,119,-88,-13,-34,96,0,0
14621,28/05/24,1,-80,397,18,-12,10,112,3,0
14622,28/05/24,2,441,430,-133,-12,35,82,0,0
14623,28/05/24,1,578,467,129,-18,38,36,1,0
14624,28/05/24,2,141,224,-79,-110,32,109,1,0
14625,28/05/24,2,-43,127,-136,8,7,103,1,0
14626,28/05/24,2,137,-105,-200,49,26,94,1,0
14627,28/05/24,1,525,464,115,-50,13,41,1,0
14628,28/05/24,2,445,488,10,-83,-51,103,1,0
14629,28/05/24,1,530,-130,-28,12,-39,75,1,0
14630,28/05/24,2,427,-22,219,-115,38,42,1,0
14631,28/05/24,1,-42,413,23,-33,29,65,1,0
14632,28/05/24,1,53,392,156,28,12,23,1,0
14633,28/05/24,1,593,294,-70,12,-33,41,1,0
14634,28/05/24,1,552,446,-18,-108,-47,15,1,0
14635,28/05/24,2,248,396,51,-40,40,57,1,0
14636,28/05/24,1,141,33,35,-129,2,19,1,0
14637,28/05/24,2,-133,199,165,-7,-55,22,1,0
14638,28/05/24,1,-81,-132,-193,25,-24,2,1,0
14639,28/05/24,1,353,201,-191,-68,43,80,1,0
14640,28/05/24,1,526,160,-184,-52,12,105,1,0
14641,28/05/24,1,507,130,-222,-87,-4,53,1,0
14642,28/05/24,2,574,372,-247,-66,14,117,1,0
14643,28/05/24,1,330,308,49,42,-21,108,1,0
14644,28/05/24,2,-132,430,125,-16,-27,17,1,0
14645,28/05/24,2,-93,-127,-1,-43,7,97,1,0
14646,28/05/24,1,568,-163,-117,-93,-44,8,1,0
14647,28/05/24,1,559,438,-175,31,-48,37,1,0
14648,28/05/24,2,71,-226,-136,-53,-2,75,1,0
14649,28/05/24,2,-89,164,185,-32,14,66,1,0
14650,28/05/24,2,233,-178,-154,26,44,8,1,0
14651,28/05/24,2,549,353,128,33,-5,41,1,0
14652,28/05/24,1,555,399,-147,-18,-49,70,1,3
14653,28/05/24,1,179,431,-127,-121,-31,18,1,3
14654,28/05/24,1,249,79,163,-81,-10,13,1,3
14655,28/05/24,1,-95,-56,-153,-129,-31,45,1,3
14656,28/05/24,2,-141,371,197,-8,-23,118,1,3
14657,28/05/24,2,72,376,-201,-3,-8,66,0,2
14658,28/05/24,2,383,99,-245,-5,11,106,3,0
14659,28/05/24,1,261,-30,117,-90,-33,1,3,2
14660,28/05/24,1,190,209,-24,-46,-38,98,3,1
14661,28/05/24,1,93,31,-27,-56,-1,111,3,1
14662,28/05/24,2,187,-80,101,-24,-48,14,3,1
14663,28/05/24,2,557,-185,-88,-52,31,35,1,1
14664,28/05/24,2,257,361,162,-67,34,12,2,1
14665,28/05/24,2,208,105,-29,-37,22,11,1,1
14666,28/05/24,2,-125,-214,-188,1,-33,79,3,1
14667,28/05/24,1,569,-114,-48,-110,36,106,3,1
14668,28/05/24,2,548,-66,114,-50,-44,89,3,1
14669,28/05/24,1,214,227,-205,43,7,71,2,1
14670,28/05/24,2,476,436,-50,11,34,86,1,1
14671,28/05/24,1,532,268,132,-84,6,70,1,1
14672,28/05/24,2,343,-183,-164,-109,4,51,1,0
14673,28/05/24,1,129,420,-79,32,-2,51,1,0
14674,28/05/24,2,315,164,-201,-104,43,59,1,0
14675,28/05/24,2,-71,470,-100,-26,43,53,1,0
14676,28/05/24,2,142,120,3,-123,-26,105,1,0
14677,28/05/24,2,329,-12,-44,-87,44,95,1,0
14678,28/05/24,1,557,28,-192,-105,-42,46,1,0
14679,28/05/24,1,567,-119,58,19,16,15,1,0
14680,28/05/24,1,398,131,15,-88,22,86,1,3
14681,28/05/24,1,149,260,-17,43,-27,71,1,3
14682,28/05/24,1,221,13,62,15,-41,84,2,3
14683,28/05/24,2,248,-102,138,31,-26,36,2,3
14684,28/05/24,2,482,215,-250,-17,43,82,2,3
14685,28/05/24,1,337,158,70,28,-7,73,2,3
14686,28/05/24,2,504,48,-120,-76,23,93,2,3
14687,28/05/24,2,394,-222,-139,-125,-36,106,2,3
14688,28/05/24,1,-150,242,-1,22,-16,84,2,3
14689,28/05/24,2,285,255,119,-34,-46,30,1,3
14690,28/05/24,1,-64,-2,-235,42,-11,116,1,3
14691,28/05/24,1,245,169,-140,43,33,10,1,3
14692,28/05/24,1,445,373,-251,-78,5,60,1,3
14693,28/05/24,2,596,-117,-51,-77,37,22,1,2
14694,28/05/24,2,461,-147,221,-72,35,77,1,2
14695,28/05/24,1,-111,92,160,-79,-5,108,1,2
14696,28/05/24,1,518,-134,-45,19,-2,80,1,3
14697,28/05/24,2,138,-153,-219,-95,35,37,1,1
14698,28/05/24,2,386,-215,-241,15,6,2,1,1
14699,28/05/24,1,289,250,-246,-6,21,86,1,1
14700,28/05/24,2,218,306,229,-82,-16,101,2,1
14701,28/05/24,1,34,131,44,46,-17,73,1,1
14702,28/05/24,1,172,476,91,-111,-38,98,1,1
14703,28/05/24,2,518,276,61,-81,14,57,1,1
14704,28/05/24,1,-67,486,-15,-26,-9,83,1,1
14705,27/05/24,2,142,-68,198,-65,33,93,1,2
14706,27/05/24,2,289,-209,8,-85,34,41,1,2
14707,27/05/24,1,321,94,171,-23,17,15,1,2
14708,27/05/24,2,528,334,45,-78,-35,80,1,2
14709,27/05/24,2,33,296,64,-47,-32,40,1,2
14710,27/05/24,1,316,68,186,28,12,61,1,1
14711,27/05/24,1,300,-211,-178,13,-26,1,1,2
14712,27/05/24,2,384,-156,-60,-121,-32,86,1,3
14713,27/05/24,1,562,276,-126,37,30,29,1,2
14714,27/05/24,1,81,-89,-203,-81,-23,98,1,1
14715,27/05/24,2,526,483,-171,-10,-12,94,1,2
14716,27/05/24,1,168,29,4,-122,18,106,1,2
14717,27/05/24,1,173,310,120,-115,32,114,1,2
14718,27/05/24,1,568,421,9,-37,13,10,2,2
14719,27/05/24,1,-37,-141,28,47,2,5,2,2
14720,27/05/24,1,252,427,43,52,-42,91,1,3
14721,27/05/24,2,-62,467,-240,-20,-11,23,1,2
14722,27/05/24,1,382,135,-11,10,-36,99,1,3
14723,27/05/24,1,316,12,-206,-2,-14,26,2,2
14724,27/05/24,2,104,75,0,47,38,27,2,2
14725,27/05/24,2,494,180,101,-78,-54,11,2,2
14726,27/05/24,1,-142,350,-131,-72,27,90,2,1
14727,27/05/24,2,-133,116,-109,-87,-28,58,2,1
14728,27/05/24,2,327,343,-204,48,-33,54,2,1
14729,27/05/24,1,55,386,-205,-27,-8,81,2,1
14730,27/05/24,2,252,-186,145,-92,-28,42,2,1
14731,27/05/24,1,207,-212,93,-64,-22,82,2,1
14732,27/05/24,1,468,271,9,-63,4,18,2,1
14733,27/05/24,2,598,-121,-35,-69,12,28,2,1
14734,27/05/24,1,382,-7,-111,-114,38,21,2,1
14735,27/05/24,1,465,301,118,8,9,97,1,2
14736,27/05/24,1,3,375,-148,32,-12,28,1,3
14737,27/05/24,2,503,-106,-219,-55,-6,38,1,2
14738,27/05/24,2,-93,310,119,12,43,33,1,2
14739,27/05/24,2,283,157,-231,-118,-6,71,1,2
14740,27/05/24,2,262,-198,111,-120,-8,84,1,2
14741,27/05/24,2,423,-112,125,11,-12,7,1,2
14742,27/05/24,2,-62,-204,212,-13,-43,42,2,2
14743,27/05/24,1,264,435,-156,52,21,71,1,2
14744,27/05/24,2,496,-226,-19,-103,9,109,1,2
14745,27/05/24,2,401,73,-254,-57,-30,57,1,2
14746,27/05/24,1,202,448,-33,-46,-26,109,1,2
14747,27/05/24,1,-86,-54,130,-4,12,49,1,3
14748,27/05/24,1,445,135,-224,31,-29,99,1,3
14749,27/05/24,1,-122,175,-24,42,-36,46,1,3
14750,27/05/24,1,612,-26,-239,-75,42,26,1,3
14751,27/05/24,1,502,-169,99,20,-48,7,1,1
14752,27/05/24,2,146,-158,-133,-48,-16,46,1,3
14753,27/05/24,1,600,4,-29,-115,-30,87,1,1
14754,27/05/24,1,483,-58,-217,-12,-19,37,1,3
14755,27/05/24,1,292,-20,-171,21,17,45,1,3
14756,27/05/24,1,494,451,-176,44,4,48,1,3
14757,27/05/24,2,86,471,191,0,41,12,2,3
14758,27/05/24,1,608,45,25,34,33,103,2,3
14759,27/05/24,1,373,-111,-70,-124,-9,15,2,3
14760,27/05/24,1,78,317,-239,-1,-47,118,2,3
14761,27/05/24,2,-62,120,-81,23,24,73,2,3
14762,27/05/24,1,266,-154,22,-100,-46,47,2,1
14763,27/05/24,1,20,-161,194,-112,27,37,2,3
14764,27/05/24,1,439,272,-10,-113,-50,12,2,1
14765,27/05/24,2,502,448,-95,49,-46,92,3,1
14766,27/05/24,2,153,-161,149,-38,-43,76,3,1
14767,27/05/24,1,-85,217,-132,-119,-11,43,3,1
14768,27/05/24,1,-144,300,-240,-113,13,6,3,1
14769,27/05/24,1,406,326,-212,-21,33,64,3,1
14770,27/05/24,1,-100,79,-226,-72,-35,32,3,1
14771,27/05/24,1,313,98,73,-28,-46,89,3,1
14772,27/05/24,1,-95,256,-79,35,-22,107,3,1
14773,27/05/24,2,119,-45,131,-34,-34,99,3,1
14774,27/05/24,1,69,201,67,-102,-6,63,3,0
14775,27/05/24,2,278,118,-57,-68,-26,60,3,1
14776,27/05/24,2,142,165,48,-84,19,8,3,1
14777,27/05/24,1,114,251,-186,46,4,34,3,0
14778,27/05/24,1,418,160,-67,-22,5,13,3,1
14779,27/05/24,2,184,-141,98,-84,-20,108,3,0
14780,27/05/24,2,-108,204,-12,-88,30,54,3,1
14781,27/05/24,2,-69,338,-6,-87,-4,20,3,0
14782,27/05/24,1,-95,372,-54,-38,0,66,3,1
14783,27/05/24,2,189,338,0,-105,-33,108,2,1
14784,27/05/24,2,352,-74,-73,-39,1,24,2,1
14785,27/05/24,1,98,290,158,-127,-21,53,0,1
14786,27/05/24,2,-6,269,-66,24,-45,82,0,1
14787,27/05/24,2,202,231,205,31,23,39,1,1
14788,27/05/24,2,497,312,116,-65,-35,11,1,0
14789,27/05/24,1,257,267,-223,-63,-49,86,1,1
14790,27/05/24,1,381,378,-218,30,4,46,1,0
14791,27/05/24,2,-35,-1,-67,-100,4,17,1,1
14792,27/05/24,1,118,477,153,-98,-4,84,1,2
14793,27/05/24,1,128,113,133,34,40,116,1,2
14794,27/05/24,1,520,137,-115,-32,-1,105,1,1
14795,27/05/24,2,385,310,216,-108,-35,6,1,2
14796,27/05/24,2,90,-148,-255,-26,-4,4,1,3
14797,27/05/24,2,433,460,88,-7,-15,59,1,2
14798,27/05/24,2,-107,-117,-89,-22,-24,22,1,2
14799,27/05/24,2,398,275,-126,-8,-51,28,1,2
14800,27/05/24,2,467,9,-244,-42,-9,2,3,2
14801,27/05/24,2,-145,-230,19,-93,44,119,2,2
14802,27/05/24,1,252,-63,190,-16,-22,51,2,2
14803,27/05/24,1,498,-56,173,4,41,61,2,3
14804,27/05/24,2,423,299,-231,-5,-52,80,2,3
14805,27/05/24,1,370,258,-19,22,14,49,2,3
14806,27/05/24,1,472,-214,-144,-45,-28,77,2,3
14807,27/05/24,2,536,-122,-163,-3,-37,106,2,3
14808,27/05/24,2,384,-123,172,-20,-18,74,2,3
14809,27/05/24,2,-106,277,151,-91,-46,88,2,3
14810,27/05/24,1,237,-152,98,-110,7,113,2,3
14811,27/05/24,2,361,-65,-195,-34,-45,109,2,3
14812,27/05/24,2,603,99,-173,-103,-9,48,2,2
14813,27/05/24,1,190,-177,-115,42,2,17,2,3
14814,27/05/24,2,-99,174,-52,-128,-19,80,2,2
14815,27/05/24,2,324,-117,213,-61,11,86,1,2
14816,27/05/24,1,349,230,2,46,23,85,1,3
14817,27/05/24,1,320,149,67,-84,-47,21,1,2
14818,27/05/24,1,-64,-77,-187,37,-9,106,1,2
14819,27/05/24,2,166,-92,230,8,4,71,1,3
14820,27/05/24,1,-92,137,-208,9,-18,119,1,2
14821,27/05/24,1,304,-79,-231,23,12,97,1,3
14822,27/05/24,1,53,45,197,-81,37,37,1,3
14823,27/05/24,2,580,179,198,-112,12,6,1,2
14824,27/05/24,2,510,477,-137,0,-46,52,1,2
14825,27/05/24,2,-20,33,-142,25,24,29,1,3
14826,27/05/24,2,53,168,17,-73,7,71,1,2
14827,27/05/24,2,232,234,228,-111,34,61,3,2
14828,27/05/24,1,96,436,-135,-87,-22,61,2,2
14829,27/05/24,1,424,245,-65,-64,-18,24,2,3
14830,27/05/24,1,18,3,128,-31,-28,72,2,2
14831,27/05/24,1,-79,440,-99,16,-29,31,2,2
14832,27/05/24,2,132,9,-72,-66,-52,68,1,2
14833,27/05/24,1,-89,282,-90,31,-3,15,1,2
14834,27/05/24,2,8,-114,195,-56,-19,9,1,3
14835,27/05/24,1,94,243,-154,-116,34,48,1,3
14836,27/05/24,1,-38,-45,48,37,-39,97,1,3
14837,27/05/24,1,487,116,104,-40,-43,14,1,1
14838,27/05/24,1,276,-23,-246,-39,25,48,1,1
14839,27/05/24,1,461,143,35,-54,31,47,1,1
14840,27/05/24,1,119,105,-89,-113,-16,23,1,2
14841,27/05/24,2,-112,-13,186,-115,13,118,1,2
14842,27/05/24,1,112,88,-100,-25,-38,48,1,2
14843,27/05/24,2,356,-80,69,-36,17,95,1,2
14844,27/05/24,1,388,480,-48,-61,-17,72,1,2
14845,27/05/24,1,-84,-97,-125,-59,-3,96,1,2
14846,27/05/24,1,-70,313,-156,44,13,6,1,2
14847,27/05/24,1,-90,194,-135,-93,-22,113,1,2
14848,27/05/24,1,169,386,-118,48,-36,42,1,2
14849,27/05/24,2,537,-220,-186,-46,-4,5,3,2
14850,27/05/24,1,408,438,-89,-14,-34,12,3,2
14851,27/05/24,2,-25,464,83,2,18,45,3,2
14852,27/05/24,2,-146,466,130,26,-3,94,3,2
